"rental_date","return_date","full_name","email","address_id","postal_code","phone"
"2005-07-30 08:33:24","2005-08-04 11:07:24","Alexander, Diana","diana.alexander@sakilacustomer.org",100,"30695","6171054059"
"2005-07-30 17:05:29","2005-08-01 12:47:29","Alexander, Diana","diana.alexander@sakilacustomer.org",100,"30695","6171054059"
"2005-07-31 06:09:53","2005-08-08 00:50:53","Alexander, Diana","diana.alexander@sakilacustomer.org",100,"30695","6171054059"
"2005-07-31 18:40:15","2005-08-03 14:38:15","Alexander, Diana","diana.alexander@sakilacustomer.org",100,"30695","6171054059"
"2005-07-06 13:01:03","2005-07-13 15:26:03","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-06 16:34:00","2005-07-08 15:12:00","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-06 20:32:27","2005-07-14 19:00:27","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-07 20:10:59","2005-07-12 21:30:59","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-08 02:12:04","2005-07-15 02:19:04","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-09 05:28:38","2005-07-10 02:46:38","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-11 01:51:58","2005-07-18 07:12:58","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-11 12:12:17","2005-07-18 07:40:17","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-12 12:50:19","2005-07-16 13:41:19","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-26 22:56:00","2005-08-05 03:16:00","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-26 23:27:40","2005-07-31 03:17:40","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-28 02:19:48","2005-07-30 21:43:48","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-29 08:39:12","2005-08-06 03:03:12","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-30 00:42:06","2005-08-05 21:04:06","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-30 21:08:41","2005-08-07 15:55:41","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-31 06:52:54","2005-08-01 03:40:54","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-31 17:54:35","2005-08-02 20:40:35","Allard, Gordon","gordon.allard@sakilacustomer.org",475,"14122","562370137426"
"2005-07-07 02:52:53","2005-07-11 22:32:53","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-08 02:34:51","2005-07-17 06:03:51","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-10 03:01:19","2005-07-13 06:53:19","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-10 11:45:48","2005-07-13 16:40:48","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-11 07:36:50","2005-07-13 11:30:50","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-12 05:26:26","2005-07-16 05:10:26","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-12 11:13:21","2005-07-17 09:10:21","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-28 12:13:42","2005-08-05 12:02:42","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-30 14:06:53","2005-08-03 19:46:53","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-31 05:12:59","2005-08-09 07:31:59","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-31 06:34:55","2005-08-09 09:15:55","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-31 14:39:52","2005-08-09 09:46:52","Allen, Shirley","shirley.allen@sakilacustomer.org",31,"49521","665356572025"
"2005-07-08 21:37:31","2005-07-11 20:16:31","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-10 05:15:43","2005-07-13 05:17:43","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-10 17:27:42","2005-07-12 14:51:42","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-10 18:02:02","2005-07-11 23:24:02","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-11 23:19:21","2005-07-16 19:48:21","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-12 18:51:41","2005-07-20 13:29:41","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-28 05:55:30","2005-08-06 04:32:30","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-28 17:15:48","2005-08-04 15:49:48","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-29 06:12:40","2005-08-02 05:01:40","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-30 19:25:35","2005-08-08 21:50:35","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-30 22:20:29","2005-08-08 20:08:29","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-31 20:47:14","2005-08-02 17:25:14","Alvarez, Charlene","charlene.alvarez@sakilacustomer.org",224,"94420","706878974831"
"2005-07-08 07:19:11","2005-07-11 01:37:11","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-08 22:43:05","2005-07-15 18:17:05","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-10 16:44:58","2005-07-17 16:03:58","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-11 09:09:59","2005-07-20 11:42:59","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-27 13:13:32","2005-08-03 09:24:32","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-28 15:32:07","2005-07-31 20:52:07","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-28 18:43:11","2005-08-02 15:56:11","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-29 07:38:14","2005-08-05 02:27:14","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-29 17:33:45","2005-08-01 17:30:45","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-30 03:17:13","2005-08-07 00:20:13","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-30 16:08:21","2005-08-07 10:38:21","Anderson, Lisa","lisa.anderson@sakilacustomer.org",15,"1027","635297277345"
"2005-07-06 18:44:24","2005-07-08 15:11:24","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-07 09:13:17","2005-07-15 11:50:17","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-09 08:17:41","2005-07-18 09:45:41","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-27 05:48:36","2005-08-01 00:33:36","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-28 04:47:14","2005-08-04 09:03:14","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-28 12:23:41","2005-08-06 09:49:41","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-29 08:25:35","2005-08-07 03:28:35","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-29 13:07:13","2005-07-31 18:00:13","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-29 18:34:33","2005-08-02 16:05:33","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-31 13:00:33","2005-08-03 16:18:33","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-31 21:02:14","2005-08-01 18:28:14","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-31 23:36:59","2005-08-08 20:20:59","Andrew, Jose","jose.andrew@sakilacustomer.org",331,"49833","961370847344"
"2005-07-06 17:56:46","2005-07-10 20:44:46","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-07 08:14:24","2005-07-09 10:42:24","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-07 09:04:26","2005-07-08 09:55:26","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-09 04:56:30","2005-07-13 23:53:30","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-10 12:39:28","2005-07-11 14:08:28","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-12 01:33:25","2005-07-15 20:26:25","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-12 05:47:40","2005-07-20 06:23:40","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-27 14:51:04","2005-07-31 16:03:04","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-31 06:34:06","2005-08-08 10:29:06","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-31 11:34:32","2005-08-04 08:20:32","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-31 15:18:19","2005-08-04 14:23:19","Andrews, Ida","ida.andrews@sakilacustomer.org",187,"55709","947468818183"
"2005-07-06 00:17:24","2005-07-08 03:47:24","Aquino, Oscar","oscar.aquino@sakilacustomer.org",454,"21872","474047727727"
"2005-07-06 23:00:49","2005-07-15 00:41:49","Aquino, Oscar","oscar.aquino@sakilacustomer.org",454,"21872","474047727727"
"2005-07-07 22:45:41","2005-07-16 23:30:41","Aquino, Oscar","oscar.aquino@sakilacustomer.org",454,"21872","474047727727"
"2005-07-10 16:19:53","2005-07-12 11:17:53","Aquino, Oscar","oscar.aquino@sakilacustomer.org",454,"21872","474047727727"
"2005-07-28 06:22:18","2005-08-06 11:38:18","Aquino, Oscar","oscar.aquino@sakilacustomer.org",454,"21872","474047727727"
"2005-07-28 07:52:13","2005-08-03 13:35:13","Aquino, Oscar","oscar.aquino@sakilacustomer.org",454,"21872","474047727727"
"2005-07-28 15:11:00","2005-07-31 15:46:00","Aquino, Oscar","oscar.aquino@sakilacustomer.org",454,"21872","474047727727"
"2005-07-31 20:10:19","2005-08-06 23:18:19","Aquino, Oscar","oscar.aquino@sakilacustomer.org",454,"21872","474047727727"
"2005-07-06 05:35:39","2005-07-10 07:46:39","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-07 04:34:09","2005-07-10 23:54:09","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-08 06:11:02","2005-07-11 05:14:02","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-08 21:27:48","2005-07-18 02:51:48","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-11 08:02:32","2005-07-12 05:58:32","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-11 09:32:19","2005-07-16 15:10:19","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-12 12:04:12","2005-07-19 11:01:12","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-27 22:43:42","2005-07-30 22:17:42","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-28 16:49:38","2005-08-03 15:42:38","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-29 00:01:04","2005-08-01 19:08:04","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-30 20:15:58","2005-08-03 21:21:58","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-31 12:05:01","2005-08-09 09:25:01","Arce, Harry","harry.arce@sakilacustomer.org",373,"13203","320471479776"
"2005-07-06 21:20:37","2005-07-09 01:35:37","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-07 16:27:25","2005-07-12 18:20:25","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-07 20:20:29","2005-07-16 19:29:29","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-07 23:32:39","2005-07-12 01:38:39","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-09 11:16:56","2005-07-10 07:21:56","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-11 23:08:06","2005-07-19 19:57:06","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-26 23:35:29","2005-07-28 00:12:29","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-27 09:00:20","2005-08-04 03:09:20","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-28 10:43:56","2005-08-05 14:04:56","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-29 19:15:50","2005-07-31 19:13:50","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-29 23:47:29","2005-08-07 01:27:29","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-30 01:21:39","2005-08-07 02:14:39","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-30 14:55:25","2005-08-02 11:34:25","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-31 14:07:56","2005-08-05 14:56:56","Archuleta, Jordan","jordan.archuleta@sakilacustomer.org",566,"40195","817740355461"
"2005-07-06 16:47:32","2005-07-14 15:00:32","Armstrong, Melanie","melanie.armstrong@sakilacustomer.org",192,"58852","650752094490"
"2005-07-07 08:43:22","2005-07-08 05:21:22","Armstrong, Melanie","melanie.armstrong@sakilacustomer.org",192,"58852","650752094490"
"2005-07-09 18:08:28","2005-07-14 14:11:28","Armstrong, Melanie","melanie.armstrong@sakilacustomer.org",192,"58852","650752094490"
"2005-07-10 11:27:25","2005-07-15 06:13:25","Armstrong, Melanie","melanie.armstrong@sakilacustomer.org",192,"58852","650752094490"
"2005-07-12 05:08:16","2005-07-14 04:09:16","Armstrong, Melanie","melanie.armstrong@sakilacustomer.org",192,"58852","650752094490"
"2005-07-27 03:20:18","2005-08-01 02:23:18","Armstrong, Melanie","melanie.armstrong@sakilacustomer.org",192,"58852","650752094490"
"2005-07-27 22:17:17","2005-07-28 19:17:17","Armstrong, Melanie","melanie.armstrong@sakilacustomer.org",192,"58852","650752094490"
"2005-07-31 03:58:53","2005-08-02 00:10:53","Armstrong, Melanie","melanie.armstrong@sakilacustomer.org",192,"58852","650752094490"
"2005-07-06 07:40:31","2005-07-08 03:39:31","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-06 12:18:03","2005-07-11 07:25:03","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-07 06:49:52","2005-07-12 04:00:52","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-08 00:17:59","2005-07-12 05:51:59","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-09 05:12:07","2005-07-12 08:29:07","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-10 03:50:47","2005-07-17 06:40:47","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-10 09:01:38","2005-07-17 10:58:38","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-10 15:17:33","2005-07-14 12:14:33","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-28 15:10:14","2005-08-06 17:08:14","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-31 00:41:23","2005-08-02 23:08:23","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-31 11:33:31","2005-08-08 14:49:31","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-31 20:49:10","2005-08-08 20:15:10","Arnold, Beatrice","beatrice.arnold@sakilacustomer.org",174,"63337","264541743403"
"2005-07-06 07:03:52","2005-07-08 03:14:52","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-07 20:45:51","2005-07-17 00:52:51","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-08 06:05:06","2005-07-16 00:54:06","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-10 10:06:29","2005-07-17 10:48:29","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-10 12:43:22","2005-07-16 16:42:22","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-27 05:53:50","2005-08-05 04:19:50","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-27 09:21:22","2005-08-01 04:47:22","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-27 20:38:40","2005-08-04 22:36:40","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-27 21:53:21","2005-08-05 18:53:21","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-28 05:25:55","2005-08-02 02:40:55","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-28 15:02:25","2005-08-04 14:35:25","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-28 20:48:12","2005-08-01 20:07:12","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-29 15:39:38","2005-08-06 17:12:38","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-29 22:14:26","2005-08-06 23:02:26","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-31 06:48:33","2005-08-01 07:07:33","Arsenault, Kent","kent.arsenault@sakilacustomer.org",597,"1944","410877354933"
"2005-07-07 22:09:45","2005-07-10 01:43:45","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-07 22:22:44","2005-07-08 22:23:44","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-07 23:20:05","2005-07-13 19:50:05","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-10 00:50:01","2005-07-16 19:07:01","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-11 18:04:29","2005-07-17 23:40:29","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-27 04:46:00","2005-08-03 07:22:00","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-28 19:47:02","2005-07-31 21:33:02","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-29 16:44:48","2005-08-06 16:28:48","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-30 11:23:22","2005-07-31 07:34:22","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-30 12:49:57","2005-07-31 14:32:57","Artis, Carl","carl.artis@sakilacustomer.org",350,"60079","20064292617"
"2005-07-06 08:38:29","2005-07-10 05:28:29","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-06 18:46:34","2005-07-07 13:15:34","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-10 08:01:33","2005-07-15 03:36:33","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-27 03:02:07","2005-08-02 07:14:07","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-27 04:11:40","2005-08-03 08:16:40","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-27 09:34:24","2005-08-01 07:00:24","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-28 23:26:35","2005-08-01 23:00:35","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-29 18:31:15","2005-07-30 16:24:15","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-31 14:51:19","2005-08-05 09:51:19","Ashcraft, Darryl","darryl.ashcraft@sakilacustomer.org",536,"86760","717566026669"
"2005-07-08 08:25:52","2005-07-10 11:22:52","Asher, Tyrone","tyrone.asher@sakilacustomer.org",546,"13629","932156667696"
"2005-07-09 00:49:03","2005-07-13 05:02:03","Asher, Tyrone","tyrone.asher@sakilacustomer.org",546,"13629","932156667696"
"2005-07-11 06:59:55","2005-07-16 09:30:55","Asher, Tyrone","tyrone.asher@sakilacustomer.org",546,"13629","932156667696"
"2005-07-11 09:07:01","2005-07-19 08:21:01","Asher, Tyrone","tyrone.asher@sakilacustomer.org",546,"13629","932156667696"
